candidate_id,expression,source_lane,factor_lane,field,field_category,typed_primitive,official_book_eligible,canary_only,typed_gate_decision,typed_gate_reason,blocked_fields,blocked_primitives,required_rewrite,registry_version,entry_lineage,materialization_stage,candidate_role,input_typed_gate_decision,g2_input_gate_decision,g2_input_gate_reason
v2cand-6ccf3b935da7,"CSRank(ValidRatioGate($fund_cash_to_assets,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,fund_cash_to_assets,coverage_sensitive,ValidRatioGate,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-44c34ae057bd,"CSRank(MaskedZScore($fund_cash_to_assets,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,fund_cash_to_assets,coverage_sensitive,MaskedZScore,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-7a67cb46e62c,"CSRank(SafeCSResidual($fund_cash_to_assets,$amount,20,5,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,fund_cash_to_assets,coverage_sensitive,SafeCSResidual,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-12acbfa88935,"CSRank(ValidRatioGate($fund_debt_to_assets,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,fund_debt_to_assets,coverage_sensitive,ValidRatioGate,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-321659e2c9f2,"CSRank(MaskedZScore($fund_debt_to_assets,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,fund_debt_to_assets,coverage_sensitive,MaskedZScore,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-7ecf430fbdd2,"CSRank(SafeCSResidual($fund_debt_to_assets,$amount,20,5,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,fund_debt_to_assets,coverage_sensitive,SafeCSResidual,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-02d222fc84ec,"CSRank(ValidRatioGate($fund_current_ratio,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,fund_current_ratio,coverage_sensitive,ValidRatioGate,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-c8322d9531e6,"CSRank(MaskedZScore($fund_current_ratio,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,fund_current_ratio,coverage_sensitive,MaskedZScore,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-d8fc1a15588d,"CSRank(SafeCSResidual($fund_current_ratio,$amount,20,5,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,fund_current_ratio,coverage_sensitive,SafeCSResidual,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-4acc865bc6ee,"CSRank(ValidRatioGate($fund_netprofit_margin,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,fund_netprofit_margin,coverage_sensitive,ValidRatioGate,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-a64bbf85b5ba,"CSRank(MaskedZScore($fund_netprofit_margin,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,fund_netprofit_margin,coverage_sensitive,MaskedZScore,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-bd2042f43dd6,"CSRank(SafeCSResidual($fund_netprofit_margin,$amount,20,5,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,fund_netprofit_margin,coverage_sensitive,SafeCSResidual,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-f60467eb339b,"CSRank(ValidRatioGate($ctx_fund_bs_cash_to_assets,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,ctx_fund_bs_cash_to_assets,coverage_sensitive,ValidRatioGate,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-546c68409dfd,"CSRank(MaskedZScore($ctx_fund_bs_cash_to_assets,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,ctx_fund_bs_cash_to_assets,coverage_sensitive,MaskedZScore,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-d397189d97e4,"CSRank(SafeCSResidual($ctx_fund_bs_cash_to_assets,$amount,20,5,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,ctx_fund_bs_cash_to_assets,coverage_sensitive,SafeCSResidual,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-354a184e92de,"CSRank(ValidRatioGate($ctx_fund_ps_netprofit_margin,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,ctx_fund_ps_netprofit_margin,coverage_sensitive,ValidRatioGate,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-32a99b8ac0a7,"CSRank(MaskedZScore($ctx_fund_ps_netprofit_margin,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,ctx_fund_ps_netprofit_margin,coverage_sensitive,MaskedZScore,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-3261cc86bd60,"CSRank(SafeCSResidual($ctx_fund_ps_netprofit_margin,$amount,20,5,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,ctx_fund_ps_netprofit_margin,coverage_sensitive,SafeCSResidual,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-ed4d8758e3bb,"CSRank(ValidRatioGate($ctx_fund_ps_operate_profit_margin,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,ctx_fund_ps_operate_profit_margin,coverage_sensitive,ValidRatioGate,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-78c85daa2dad,"CSRank(MaskedZScore($ctx_fund_ps_operate_profit_margin,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,ctx_fund_ps_operate_profit_margin,coverage_sensitive,MaskedZScore,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-54b1e9433539,"CSRank(SafeCSResidual($ctx_fund_ps_operate_profit_margin,$amount,20,5,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,ctx_fund_ps_operate_profit_margin,coverage_sensitive,SafeCSResidual,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-342b717050cc,"CSRank(ValidRatioGate($ctx_fund_cf_operate_cash_to_netprofit,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,ctx_fund_cf_operate_cash_to_netprofit,coverage_sensitive,ValidRatioGate,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-a136702af3eb,"CSRank(MaskedZScore($ctx_fund_cf_operate_cash_to_netprofit,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,ctx_fund_cf_operate_cash_to_netprofit,coverage_sensitive,MaskedZScore,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-ee376fb20cf7,"CSRank(SafeCSResidual($ctx_fund_cf_operate_cash_to_netprofit,$amount,20,5,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,ctx_fund_cf_operate_cash_to_netprofit,coverage_sensitive,SafeCSResidual,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-a5b28d9a49ee,"CSRank(ValidRatioGate($ctx_fund_ps_research_to_income,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,ctx_fund_ps_research_to_income,coverage_sensitive,ValidRatioGate,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-731aae87fd57,"CSRank(MaskedZScore($ctx_fund_ps_research_to_income,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,ctx_fund_ps_research_to_income,coverage_sensitive,MaskedZScore,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-708c503bf64a,"CSRank(SafeCSResidual($ctx_fund_ps_research_to_income,$amount,20,5,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,ctx_fund_ps_research_to_income,coverage_sensitive,SafeCSResidual,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-a645183a4373,"CSRank(ValidRatioGate($ctx_mkt_updown_dt,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,ctx_mkt_updown_dt,coverage_sensitive,ValidRatioGate,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-e466ec70cb59,"CSRank(MaskedZScore($ctx_mkt_updown_dt,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,ctx_mkt_updown_dt,coverage_sensitive,MaskedZScore,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-325373147d6a,"CSRank(SafeCSResidual($ctx_mkt_updown_dt,$amount,20,5,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,ctx_mkt_updown_dt,coverage_sensitive,SafeCSResidual,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-07c09be5367d,"CSRank(ValidRatioGate($m1_first5_vwap_return_vs_open,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,m1_first5_vwap_return_vs_open,coverage_sensitive,ValidRatioGate,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-7398d70d2a79,"CSRank(MaskedZScore($m1_first5_vwap_return_vs_open,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,m1_first5_vwap_return_vs_open,coverage_sensitive,MaskedZScore,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-ab5fc27c61e2,"CSRank(SafeCSResidual($m1_first5_vwap_return_vs_open,$amount,20,5,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,m1_first5_vwap_return_vs_open,coverage_sensitive,SafeCSResidual,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-e487b47d7b02,"CSRank(ValidRatioGate($m1_open_gap_vs_preclose,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,m1_open_gap_vs_preclose,coverage_sensitive,ValidRatioGate,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-933c5df8ccff,"CSRank(MaskedZScore($m1_open_gap_vs_preclose,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,m1_open_gap_vs_preclose,coverage_sensitive,MaskedZScore,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-0095ba050ddb,"CSRank(SafeCSResidual($m1_open_gap_vs_preclose,$amount,20,5,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,m1_open_gap_vs_preclose,coverage_sensitive,SafeCSResidual,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
