candidate_id,expression_hash,run,source_round,generator_arm,generator_route,source_generator,source_lane,factor_lane,field_family,primitive_family,event_state_family,horizon_bucket,turnover_bucket,family_id,motif_id,subtree_hashes,phase3ca_proxy_quality,proxy_quality,aligned_ic_mean,spread_hit_rate,mean_one_way_turnover,fields,expression,train_reward,train_day_sortino,train_minute_sortino,train_worst_horizon_day_sortino,train_median_horizon_day_sortino,train_horizon_sortino_stdev,train_day_mcmc_p25,train_day_mcmc_prob_gt_0,train_mean_one_way_turnover,validation_day_sortino,validation_day_mcmc_prob_gt_0,holdout_day_sortino,holdout_day_mcmc_prob_gt_0,inherited_blockers,train_reward_blockers,train_reward_decision,seed,round_id,parent_id,mutation_type,blocker_flags,validation_mcmc_prob_gt_0,holdout_mcmc_prob_gt_0,parallel_chunk_id
phase3cp_01005,0de518b8463c2a80ebb717d6,search_outputs,turnover_aware_fresh/round1_scheduler_controlled,turnover_aware_fresh,phase3cw2-turnover-aware,phase3cp_turnover_aware_fresh_from_co,phase3cp_turnover_aware_fresh_from_co,turnover_aware_interaction::rx_opening_divergence::coverage_guarded_context::slow_spread,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,low_turnover,5637467bf4afb467ba,1ddf98e4118c53419e,119f4e418647,0.23698469,0.03859202,0.03859202,0.55402883,0.28,amount|ctx_sent_zb_num|m1_first15_last_close|open,"CSRank(Sub(Delay(Mean(ZScore(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),15),2),Mean(CSRank(SafeCSResidual($ctx_sent_zb_num,$amount,20,5,0.8)),30)))",-0.82324334,-0.55304415,-0.55304415,-0.93076266,-0.47676069,0.24465352,-0.61641271,0,0.76746113,-0.6691445,0,-0.47216182,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,turnover_aware_fresh/round1_scheduler_controlled,,,,0.0,0.0,5
phase3cp_00994,7908f873aa329452b9a584a8,search_outputs,turnover_aware_fresh/round1_scheduler_controlled,turnover_aware_fresh,phase3cw2-turnover-aware,phase3cp_turnover_aware_fresh_from_co,phase3cp_turnover_aware_fresh_from_co,turnover_aware_interaction::rx_opening_divergence::coverage_guarded_context::slow_spread,flow_amount_volume+limit_event_state+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,high_board+opening_state,multi_or_unknown,low_turnover,5de0567975ec0124e4,1cfdf2ade4bd266a76,7cac2b80abe1,0.23698469,0.03859202,0.03859202,0.55402883,0.28,amount|ctx_sent_lb_3_num|m1_first15_last_close|open,"CSRank(Sub(Delay(Mean(ZScore(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),15),2),Mean(CSRank(SafeCSResidual($ctx_sent_lb_3_num,$amount,20,5,0.8)),30)))",-0.82353309,-0.55304415,-0.55304415,-0.93076266,-0.47676069,0.24465352,-0.6178615,0,0.76746113,-0.6691445,0,-0.47216182,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,turnover_aware_fresh/round1_scheduler_controlled,,,,0.0,0.0,6
phase3cp_00917,243ba3e61c29e21a0bbc5124,search_outputs,turnover_aware_fresh/round1_scheduler_controlled,turnover_aware_fresh,phase3cw2-turnover-aware,phase3cp_turnover_aware_fresh_from_co,phase3cp_turnover_aware_fresh_from_co,turnover_aware_interaction::rx_opening_divergence::coverage_guarded_context::slow_product,flow_amount_volume+limit_event_state+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,high_board+opening_state,multi_or_unknown,low_turnover,b89c5258605d52e233,edf7f5dda4d3c235b6,addc0f747d26,0.23714893,0.03864005,0.03864005,0.55409607,0.28,amount|ctx_sent_lb_3_num|m1_first5_last_close|open,"CSRank(Mul(Delay(Mean(ZScore(Div(Sub($m1_first5_last_close,$open),Add(Abs($open),0.000001))),15),2),Mean(CSRank(SafeCSResidual($ctx_sent_lb_3_num,$amount,20,5,0.8)),30)))",-0.82373836,-0.55348713,-0.55348713,-0.91917186,-0.45879834,0.23580574,-0.63194095,0,0.76751904,-0.70118701,0,-0.57027693,0.00166667,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,turnover_aware_fresh/round1_scheduler_controlled,,,,0.0,0.00166667,6
phase3cp_00975,586427f4865832d764514835,search_outputs,turnover_aware_fresh/round1_scheduler_controlled,turnover_aware_fresh,phase3cw2-turnover-aware,phase3cp_turnover_aware_fresh_from_co,phase3cp_turnover_aware_fresh_from_co,turnover_aware_interaction::rx_opening_divergence::coverage_guarded_context::slow_spread,flow_amount_volume+limit_event_state+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,high_board+opening_state,multi_or_unknown,low_turnover,98d3176607b322555a,20aba8379f366b1df3,f3f06516b980,0.2369855,0.03859233,0.03859233,0.55402926,0.28,amount|ctx_sent_lb_2_num|m1_first5_last_close|open,"CSRank(Sub(Delay(Mean(ZScore(Div(Sub($m1_first5_last_close,$open),Add(Abs($open),0.000001))),15),2),Mean(CSRank(SafeCSResidual($ctx_sent_lb_2_num,$amount,20,5,0.8)),30)))",-0.8239162,-0.55345343,-0.55345343,-0.91913883,-0.4587681,0.23580134,-0.63312218,0,0.7674769,-0.70118701,0,-0.57027693,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,turnover_aware_fresh/round1_scheduler_controlled,,,,0.0,0.0,1
phase3cp_02760,e516e57bb2ea36a8de79ce16,search_outputs,typed_ast_fresh/round1_scheduler_controlled,typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,cem_interaction::rx_opening_divergence::rx_flow_amount_volume::spread,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,b0ca29aa02b9093f70,928847aa4e0e432b7d,34c1f9f417ab,0.24366727,0.04054598,0.04054598,0.55676437,0.48,m1_first15_last_close|open|vol,"CSRank(Sub(ZScore(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),ZScore(Delta($vol,20))))",-0.8241039,-0.55070109,-0.55070109,-0.92668519,-0.46654921,0.24859392,-0.63408853,0,0.76697239,-0.54424788,0,-0.62298389,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,typed_ast_fresh/round1_scheduler_controlled,,,,0.0,0.0,3
phase3cp_00008,6953771046f217446c2c4c3f,search_outputs,turnover_aware_fresh/round1_scheduler_controlled,turnover_aware_fresh,phase3cw2-turnover-aware,phase3cp_turnover_aware_fresh_from_co,phase3cp_turnover_aware_fresh_from_co,turnover_aware::rx_opening_divergence::inverted_smooth20,opening_state,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,low_turnover,cc78005c5768a8c1f5,2ccf9f01c81a0d7760,09af6fda8e12,0.24890279,0.04207679,0.04207679,0.55890751,0.28,m1_first15_last_close|open,"Neg(CSRank(Mean(ZScore(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),20)))",-0.82455946,-0.54884847,-0.54884847,-0.93533929,-0.53647354,0.27600285,-0.61611729,0,0.77084603,-0.07827955,0.40666667,-0.58266079,0.00833333,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,turnover_aware_fresh/round1_scheduler_controlled,,,,0.40666667,0.00833333,5
phase3cp_00908,87c5b8548ef4c51c12add480,search_outputs,turnover_aware_fresh/round1_scheduler_controlled,turnover_aware_fresh,phase3cw2-turnover-aware,phase3cp_turnover_aware_fresh_from_co,phase3cp_turnover_aware_fresh_from_co,turnover_aware_interaction::rx_opening_divergence::coverage_guarded_context::slow_product,flow_amount_volume+limit_event_state+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,high_board+opening_state,multi_or_unknown,low_turnover,f76f3e427f9418960b,88cfcab48d45eb141f,da1c4126b7da,0.23714893,0.03864005,0.03864005,0.55409607,0.28,amount|ctx_sent_lb_2_num|m1_first5_last_close|open,"CSRank(Mul(Delay(Mean(ZScore(Div(Sub($m1_first5_last_close,$open),Add(Abs($open),0.000001))),15),2),Mean(CSRank(SafeCSResidual($ctx_sent_lb_2_num,$amount,20,5,0.8)),30)))",-0.82491162,-0.55348713,-0.55348713,-0.91917186,-0.45879834,0.23580574,-0.63780725,0,0.76751904,-0.70118701,0,-0.57027693,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,turnover_aware_fresh/round1_scheduler_controlled,,,,0.0,0.0,1
phase3cp_00895,efe68769e0ce21862a50ea77,search_outputs,turnover_aware_fresh/round1_scheduler_controlled,turnover_aware_fresh,phase3cw2-turnover-aware,phase3cp_turnover_aware_fresh_from_co,phase3cp_turnover_aware_fresh_from_co,turnover_aware_interaction::rx_opening_divergence::coverage_guarded_context::slow_product,flow_amount_volume+limit_event_state+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,high_board+opening_state,multi_or_unknown,low_turnover,c38f5124c86c111054,df17d144f70d0aa785,664b0b0acd96,0.23714893,0.03864005,0.03864005,0.55409607,0.28,amount|ctx_sent_max_lb_num|m1_first5_last_close|open,"CSRank(Mul(Delay(Mean(ZScore(Div(Sub($m1_first5_last_close,$open),Add(Abs($open),0.000001))),15),2),Mean(CSRank(SafeCSResidual($ctx_sent_max_lb_num,$amount,20,5,0.8)),30)))",-0.82491162,-0.55348713,-0.55348713,-0.91917186,-0.45879834,0.23580574,-0.63780725,0,0.76751904,-0.70118701,0,-0.57027693,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,turnover_aware_fresh/round1_scheduler_controlled,,,,0.0,0.0,2
phase3cp_02727,0ad1e116835c875a2dd30d83,search_outputs,typed_ast_fresh/round1_scheduler_controlled,typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,cem_interaction::rx_opening_divergence::rx_flow_amount_volume::spread,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,2a22861c9159e9c3ae,9be7d493c70c5b8a62,710bbc0343ae,0.24637517,0.0413377,0.0413377,0.55787277,0.48,amount|m1_first15_last_close|open,"CSRank(Sub(ZScore(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),ZScore(Delta($amount,8))))",-0.82601723,-0.55251901,-0.55251901,-0.9331865,-0.49002174,0.25509705,-0.62497915,0,0.76845242,-0.55051075,0,-0.66669258,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,typed_ast_fresh/round1_scheduler_controlled,,,,0.0,0.0,4
phase3cp_03682,b74fd52912e84c16e23e36d9,search_outputs,challenger_repair/round1_scheduler_controlled,challenger_repair,future-phase3cr-repair,phase3cp_challenger_repair_from_co,phase3cp_challenger_repair_from_co,cem_interaction::rx_opening_divergence::rx_range_location::residual,opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,72bc0734b4516a39e3,94faa4e339002b0c9b,6e9151c37fc7,0.21989048,0.0375411,0.0375411,0.55255753,0.58,high|low|m1_first15_last_close|open,"CSRank(CSResidual(CSRank(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),CSRank(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",-0.82621901,-0.5503162,-0.5503162,-0.93739407,-0.45581129,0.25850688,-0.62257804,0,0.76957463,-0.51066858,0,-0.48424447,0.00166667,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,challenger_repair/round1_scheduler_controlled,,,,0.0,0.00166667,4
phase3cp_03195,681d672680c32eabe3b443f3,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_interaction::rx_opening_range::rx_range_location::product,opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,cbf2a71edddd7d22b6,e2ae9f0d23561d9805,9e15e58645ec,0.22907713,0.03627982,0.03627982,0.55079175,0.42,high|low|m1_first5_high|m1_first5_low|open,"CSRank(Mul(ZScore(Div(Sub($m1_first5_high,$m1_first5_low),Add(Abs($open),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",-0.82944942,-0.67352942,-0.67352942,-0.94055657,-0.64661586,0.21728141,-0.71103033,0,0.65888404,-0.84920875,0,-0.83436822,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.0,0.0,4
phase3cp_00165,95bc127eeb7b2b01a7d687ff,search_outputs,turnover_aware_fresh/round1_scheduler_controlled,turnover_aware_fresh,phase3cw2-turnover-aware,phase3cp_turnover_aware_fresh_from_co,phase3cp_turnover_aware_fresh_from_co,turnover_aware_interaction::rx_opening_divergence::rx_flow_amount_volume::slow_spread,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,low_turnover,2fa64ed0fcd426e289,e4899042e08801f5ae,21c1590cbd46,0.23901231,0.03918485,0.03918485,0.55485879,0.28,m1_first15_last_close|open|volume,"CSRank(Sub(Delay(Mean(ZScore(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),15),2),Mean(ZScore(Div(Mean($volume,8),Add(Abs(Mean($volume,20)),0.000001))),30)))",-0.82945439,-0.55129452,-0.55129452,-0.92055874,-0.47586651,0.24045612,-0.61848462,0,0.7798744,-0.66047743,0,-0.51563685,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,turnover_aware_fresh/round1_scheduler_controlled,,,,0.0,0.0,5
phase3cp_03060,8b8813f260cedb1d064bdcdb,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_interaction::rx_range_location::coverage_guarded_context::product,range_location,cross_sectional+time_series+arithmetic+state_transform,none,multi_or_unknown,medium_turnover,13352a17eae111480d,26cc1985c8f0c9b100,23922ccc157e,0.22937154,0.03636593,0.03636593,0.5509123,0.42,close|ctx_ths_hot_last_price|high|low,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),CSRank(MaskedZScore($ctx_ths_hot_last_price,60,0.8))))",-0.83343913,-0.63955305,-0.63955305,-0.90703291,-0.54350764,0.18711445,-0.72211616,0,0.69733799,-0.50949038,0.02333333,-0.70191141,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.02333333,0.0,1
phase3cp_02642,ff10078862c840464744071c,search_outputs,typed_ast_fresh/round1_scheduler_controlled,typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,cem_interaction::rx_opening_divergence::rx_intraday_price_location::spread,opening_state,cross_sectional+time_series+arithmetic,opening_state,multi_or_unknown,medium_turnover,c5e5ecb0e412de80ff,32867345c53be9102f,08f87819c6ec,0.24722754,0.041587,0.041587,0.55822179,0.48,m1_first5_vwap_return_vs_open|vwap,"CSRank(Sub(ZScore($m1_first5_vwap_return_vs_open),ZScore(Delta($vwap,30))))",-0.83511082,-0.57037926,-0.57037926,-0.91679744,-0.49494536,0.25843094,-0.62173476,0,0.77380788,-0.60219538,0.00333333,-0.65634019,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,typed_ast_fresh/round1_scheduler_controlled,,,,0.00333333,0.0,2
phase3cp_02491,70078677b26e83109765e085,search_outputs,typed_ast_fresh/round1_scheduler_controlled,typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,rx_interaction::rx_opening_divergence::rx_flow_amount_volume::spread,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,d328a1311c51345778,1dabe983d8c6621939,81eb2b8f8601,0.24384579,0.04059824,0.04059824,0.55683753,0.48,m1_first30_vwap|open|volume,"CSRank(Sub(ZScore(Div(Sub($m1_first30_vwap,$open),Add(Abs($open),0.000001))),ZScore(Delta($volume,30))))",-0.83569982,-0.56262661,-0.56262661,-0.93508353,-0.46666121,0.24920309,-0.63357416,0,0.77102596,-0.59624533,0,-0.62340841,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,typed_ast_fresh/round1_scheduler_controlled,,,,0.0,0.0,5
phase3cp_03101,08c25487eb3b4bfada2195ea,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_interaction::rx_opening_divergence::rx_flow_amount_volume::spread,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,3b7390a7080f0be5e8,ce6a09c190870b64e2,3050b39221bc,0.22924883,0.03633009,0.03633009,0.55086212,0.42,amount_yuan|m1_first30_vwap|open,"CSRank(Sub(ZScore(Div(Sub($m1_first30_vwap,$open),Add(Abs($open),0.000001))),ZScore(Delta($amount_yuan,10))))",-0.83907139,-0.57578423,-0.57578423,-0.93078128,-0.51284063,0.23969573,-0.64493772,0,0.76427626,-0.58574296,0,-0.57089598,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.0,0.0,3
phase3cp_03539,4f461b9a8dcd5b666c740c1a,search_outputs,challenger_repair/round1_scheduler_controlled,challenger_repair,future-phase3cr-repair,phase3cp_challenger_repair_from_co,phase3cp_challenger_repair_from_co,rx_interaction::rx_intraday_return::rx_intraday_price_location::spread,generic_price_volume,cross_sectional+time_series+arithmetic+state_transform,none,multi_or_unknown,medium_turnover,75607888b490d456b3,3dbf7a96d9421c13c7,97d9a872aad2,0.21888782,0.03724787,0.03724787,0.55214701,0.58,close|vwap,"CSRank(Sub(ZScore(Delta(Div(Sub($close,Delay($close,1)),Add(Abs(Delay($close,1)),0.000001)),30)),ZScore(Div(Mean($vwap,10),Add(Abs(Mean($vwap,30)),0.000001)))))",-0.84307623,-0.54523472,-0.54523472,-0.90830411,-0.51925544,0.24618903,-0.68413543,0,0.7890587,-0.53854953,0,-0.6423149,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,challenger_repair/round1_scheduler_controlled,,,,0.0,0.0,1
phase3cp_02772,9ef2551c85c9f0dffa5e7903,search_outputs,typed_ast_fresh/round1_scheduler_controlled,typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,cem_interaction::rx_opening_amount::rx_intraday_price_location::product,flow_amount_volume+opening_state,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,fabe9bd421ea5872e9,cefca6ab4e31169f51,e9d13a14f7e8,0.24350021,0.04049718,0.04049718,0.55669606,0.48,amount|m1_first30_amount|vwap,"CSRank(Mul(ZScore(Div($m1_first30_amount,Add(Abs($amount),0.000001))),ZScore(Delta($vwap,15))))",-0.84373711,-0.62819614,-0.62819614,-0.92371512,-0.57908561,0.26105591,-0.67898134,0,0.72533892,-0.64770637,0,-0.65158668,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,typed_ast_fresh/round1_scheduler_controlled,,,,0.0,0.0,1
phase3cp_03675,8d3bb395738c0dc1c082db51,search_outputs,challenger_repair/round1_scheduler_controlled,challenger_repair,future-phase3cr-repair,phase3cp_challenger_repair_from_co,phase3cp_challenger_repair_from_co,cem_interaction::rx_opening_divergence::rx_intraday_price_location::residual,opening_state,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,ecb4e9826cbbf4be11,2ff0a1c32af6043963,306f34497dce,0.21814944,0.037032,0.037032,0.5518448,0.58,m1_first30_vwap|open|vwap,"CSRank(CSResidual(CSRank(Div(Sub($m1_first30_vwap,$open),Add(Abs($open),0.000001))),CSRank(Delta($vwap,20))))",-0.84622501,-0.55980397,-0.55980397,-0.92866771,-0.47444583,0.24207024,-0.65888856,0,0.78251758,-0.5660256,0,-0.48892261,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,challenger_repair/round1_scheduler_controlled,,,,0.0,0.0,2
phase3cp_01341,4f2b8d35cb66156f4aee79c0,search_outputs,low_turnover_repair/round1_scheduler_controlled,low_turnover_repair,phase3cw2-turnover-aware,phase3cp_low_turnover_repair_from_co,phase3cp_low_turnover_repair_from_co,turnover_aware_interaction::rx_opening_divergence::rx_intraday_price_location::slow_residual,opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,low_turnover,e6b0a2f12a5dcf92eb,c52933daaadf69a075,ffe14249775c,0.23597235,0.03829601,0.03829601,0.55361442,0.34,m1_first15_last_close|open|vwap,"CSRank(SafeCSResidual(CSRank(Delay(Mean(ZScore(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),15),2)),CSRank(Mean(ZScore(Delta($vwap,2)),30)),20,5,0.8))",-0.84649359,-0.55645216,-0.55645216,-0.92744428,-0.45182671,0.2420586,-0.62566006,0,0.79460242,-0.68759354,0,-0.41027296,0.005,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,low_turnover_repair/round1_scheduler_controlled,,,,0.0,0.005,3
phase3cp_03652,c26c62fddb290e15eaede4f2,search_outputs,challenger_repair/round1_scheduler_controlled,challenger_repair,future-phase3cr-repair,phase3cp_challenger_repair_from_co,phase3cp_challenger_repair_from_co,cem_interaction::rx_opening_divergence::rx_intraday_price_location::residual,opening_state,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,14fca4542a3e11e0ca,6cda42e37ee630d8e0,8208ae52c31f,0.22386536,0.03870342,0.03870342,0.55418478,0.58,m1_first15_last_close|open|vwap,"CSRank(CSResidual(CSRank(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),CSRank(Delta($vwap,8))))",-0.8466993,-0.57627333,-0.57627333,-0.93225521,-0.48028394,0.24179165,-0.63983945,0,0.77495637,-0.51708545,0,-0.50392153,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,challenger_repair/round1_scheduler_controlled,,,,0.0,0.0,4
phase3cp_00680,5fe4e7d665de5133fe24417d,search_outputs,turnover_aware_fresh/round1_scheduler_controlled,turnover_aware_fresh,phase3cw2-turnover-aware,phase3cp_turnover_aware_fresh_from_co,phase3cp_turnover_aware_fresh_from_co,turnover_aware_interaction::rx_intraday_return::coverage_guarded_context::slow_product,intraday_return+range_location,cross_sectional+time_series+arithmetic,none,multi_or_unknown,low_turnover,40442ad46335179dbf,2efb5b20552dbe4c71,937a04f67f22,0.23775304,0.03881658,0.03881658,0.55434321,0.28,ctx_ths_hot_rank_diff|intraday_ret_from_open,"CSRank(Mul(Delay(Mean(ZScore(Delta($intraday_ret_from_open,30)),15),2),Mean(CSRank(ValidRatioGate($ctx_ths_hot_rank_diff,60,0.8)),30)))",-0.8482075,-0.55125534,-0.55125534,-0.77472277,-0.53161973,0.19615577,-0.5992074,0,0.85865986,-0.07358158,0.36166667,-0.535501,0.00666667,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,turnover_aware_fresh/round1_scheduler_controlled,,,,0.36166667,0.00666667,1
phase3cp_02741,1bc0cab27d5aa6c404d1c6db,search_outputs,typed_ast_fresh/round1_scheduler_controlled,typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,cem_interaction::rx_opening_divergence::rx_flow_amount_volume::spread,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,880575ca5d2455b7ef,6b6f16c97ce184c166,2dfecdea9ebc,0.24376668,0.04057507,0.04057507,0.5568051,0.48,m1_first15_last_close|open|volume,"CSRank(Sub(ZScore(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),ZScore(Delta($volume,10))))",-0.84843288,-0.58113143,-0.58113143,-0.94100384,-0.50114519,0.24730383,-0.6544787,0,0.76688519,-0.53783347,0,-0.55870564,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,typed_ast_fresh/round1_scheduler_controlled,,,,0.0,0.0,4
phase3cp_03400,ecdb559616b42866d6c142ab,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_interaction::rx_opening_divergence::rx_range_location::spread,opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,72ce87b5c03bb49d9a,5ddbcc55327e442029,47d8c4b0862a,0.22862195,0.0361467,0.0361467,0.55060538,0.42,high|low|m1_first5_vwap_return_vs_open|open,"CSRank(Sub(ZScore($m1_first5_vwap_return_vs_open),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),8))))",-0.85116704,-0.63658833,-0.63658833,-0.90428762,-0.59907701,0.21882973,-0.68153375,0,0.73488641,-0.64846841,0,-0.716223,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.0,0.0,3
